timestamp,pair,side,units,order_id
2025-07-09T12:37:36.017907,GBP_JPY,SELL,-1000,794,199.36100,199.41639,199.25021
2025-07-09T12:37:41.254885,GBP_JPY,BUY,1000,798,199.36350,199.30811,199.47429
2025-07-09T12:37:52.701328,GBP_JPY,SELL,-1000,802,199.37200,199.42739,199.26121
2025-07-09T12:37:57.973296,GBP_JPY,BUY,1000,806,199.37400,199.31861,199.48479
2025-07-09T12:38:08.695109,GBP_JPY,SELL,-1000,810,199.36600,199.42032,199.25736
2025-07-09T12:38:24.584867,GBP_JPY,BUY,1000,814,199.36150,199.30579,199.47293
2025-07-09T13:01:40.906827,GBP_JPY,BUY,1000,824,199.30600,199.23732,199.44336
2025-07-09T13:01:46.127491,GBP_AUD,BUY,1000,828,2.08331,2.08258,2.08476
2025-07-09T13:01:51.479404,EUR_AUD,BUY,1000,830,1.79326,1.79264,1.79449
2025-07-09T13:01:56.685237,NZD_JPY,SELL,-1000,834,87.78950,87.82196,87.72457
2025-07-09T13:02:02.124409,GBP_USD,SELL,-1000,838,1.36091,1.36137,1.35998
2025-07-09T13:02:07.445984,AUD_JPY,SELL,-1000,840,95.65200,95.69421,95.56757
2025-07-09T13:02:12.863537,AUD_USD,SELL,-1000,844,0.65322,0.65351,0.65263
2025-07-09T13:02:18.249549,EUR_JPY,SELL,-1000,846,171.54950,171.59568,171.45714
2025-07-09T13:02:23.540787,USD_JPY,BUY,1000,852,146.44350,146.38693,146.55664
2025-07-09T13:02:33.898579,GBP_JPY,SELL,-1000,854,199.26300,199.33189,199.12521
2025-07-09T13:02:39.195354,GBP_AUD,SELL,-1000,858,2.08306,2.08377,2.08163
2025-07-09T13:02:44.520957,EUR_AUD,BUY,1000,862,1.79340,1.79279,1.79464
2025-07-09T13:02:49.720568,NZD_JPY,SELL,-1000,864,87.78500,87.81864,87.71771
2025-07-09T13:02:54.981161,GBP_USD,SELL,-1000,866,1.36065,1.36114,1.35968
2025-07-09T13:03:00.234343,AUD_JPY,SELL,-1000,868,95.64900,95.69175,95.56350
2025-07-09T13:03:05.789884,AUD_USD,BUY,1000,870,0.65326,0.65296,0.65384
2025-07-09T13:03:11.041127,EUR_JPY,BUY,1000,872,171.55100,171.50439,171.64421
2025-07-09T13:03:16.434092,USD_JPY,SELL,-1000,876,146.43250,146.49068,146.31614
2025-07-09T13:03:26.913563,GBP_JPY,BUY,1000,878,199.27150,199.20089,199.41271
2025-07-09T13:03:32.430344,GBP_AUD,BUY,1000,882,2.08309,2.08238,2.08452
2025-07-09T13:03:37.676222,EUR_AUD,BUY,1000,886,1.79344,1.79281,1.79468
2025-07-09T13:03:43.022739,NZD_JPY,BUY,1000,888,87.78600,87.75204,87.85393
2025-07-09T13:03:48.270112,GBP_USD,BUY,1000,892,1.36082,1.36032,1.36181
2025-07-09T13:03:53.538795,AUD_JPY,BUY,1000,894,95.66100,95.61729,95.74843
2025-07-09T13:03:58.877215,AUD_USD,SELL,-1000,898,0.65321,0.65352,0.65260
2025-07-09T13:04:04.279048,EUR_JPY,BUY,1000,900,171.55750,171.51507,171.64236
2025-07-09T13:04:09.548587,USD_JPY,SELL,-1000,904,146.42900,146.48182,146.32336
2025-07-09T13:04:14.832517,EUR_GBP,SELL,-1000,906,0.86094,0.86114,0.86054
2025-07-09T13:04:20.288402,GBP_JPY,SELL,-1000,908,199.25100,199.31979,199.11343
2025-07-09T13:04:25.751459,GBP_AUD,BUY,1000,912,2.08313,2.08243,2.08455
2025-07-09T13:04:31.051627,EUR_AUD,SELL,-1000,916,1.79334,1.79397,1.79207
2025-07-09T13:04:36.420041,NZD_JPY,SELL,-1000,920,87.78050,87.81254,87.71643
2025-07-09T13:04:41.744562,GBP_USD,SELL,-1000,924,1.36079,1.36128,1.35983
2025-07-09T13:04:46.971535,AUD_JPY,BUY,1000,926,95.66650,95.62471,95.75007
2025-07-09T13:04:52.317489,AUD_USD,BUY,1000,930,0.65324,0.65294,0.65384
2025-07-09T13:04:57.655579,EUR_JPY,SELL,-1000,934,171.53850,171.58307,171.44936
2025-07-09T13:05:03.006850,USD_JPY,BUY,1000,938,146.43650,146.38496,146.53957
2025-07-09T13:05:08.229360,EUR_GBP,SELL,-1000,940,0.86079,0.86100,0.86037
2025-07-09T13:05:13.561120,GBP_JPY,BUY,1000,944,199.27450,199.20604,199.41143
2025-07-09T13:05:18.887200,GBP_AUD,SELL,-1000,948,2.08300,2.08370,2.08161
2025-07-09T13:05:24.263139,EUR_AUD,SELL,-1000,952,1.79306,1.79370,1.79179
2025-07-09T13:05:29.620406,NZD_JPY,SELL,-1000,956,87.77500,87.80779,87.70943
2025-07-09T13:05:35.292743,GBP_USD,SELL,-1000,958,1.36072,1.36121,1.35973
2025-07-09T13:05:40.583930,AUD_JPY,SELL,-1000,960,95.64800,95.68946,95.56507
2025-07-09T13:05:46.050388,AUD_USD,SELL,-1000,964,0.65322,0.65352,0.65263
2025-07-09T13:05:51.274154,EUR_JPY,SELL,-1000,966,171.51750,171.56207,171.42836
2025-07-09T13:05:57.150810,USD_JPY,BUY,1000,968,146.43700,146.38439,146.54221
2025-07-09T13:06:02.396961,EUR_GBP,BUY,1000,970,0.86084,0.86063,0.86124
2025-07-09T13:06:07.690050,GBP_JPY,SELL,-1000,974,199.26900,199.34025,199.12650
2025-07-09T13:06:13.120055,GBP_AUD,BUY,1000,978,2.08313,2.08244,2.08453
2025-07-09T13:06:18.386108,EUR_AUD,BUY,1000,982,1.79346,1.79281,1.79475
2025-07-09T13:06:23.765546,NZD_JPY,SELL,-1000,986,87.76700,87.80054,87.69993
2025-07-09T13:06:29.164384,GBP_USD,SELL,-1000,988,1.36066,1.36113,1.35971
2025-07-09T13:06:34.520717,AUD_JPY,BUY,1000,990,95.65550,95.61350,95.73950
2025-07-09T13:06:39.743801,AUD_USD,SELL,-1000,994,0.65320,0.65350,0.65261
2025-07-09T13:06:45.036087,EUR_JPY,BUY,1000,996,171.54150,171.49714,171.63021
2025-07-09T13:06:50.330755,USD_JPY,BUY,1000,1000,146.44900,146.39982,146.54736
2025-07-09T13:06:55.895429,EUR_GBP,BUY,1000,1002,0.86092,0.86070,0.86134
2025-07-09T13:07:01.458992,GBP_JPY,SELL,-1000,1004,199.26050,199.33014,199.12121
2025-07-09T13:07:06.852799,GBP_AUD,SELL,-1000,1006,2.08308,2.08371,2.08181
2025-07-09T13:07:12.163765,EUR_AUD,SELL,-1000,1010,1.79336,1.79394,1.79221
